Customer_ID,Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Customer_Value,Churn
12490,0,0,35,0,1065,34,17,NA,3,1,2,111.96,0
13589,2,0,36,0,2180,43,154,8,2,1,1,793.035,0
14934,NA,0,27,0,NA,NA,NA,1,2,2,1,807.345,0
12962,0,0,26,0,NA,29,9,53,4,1,1,47.425,0
17544,7,0,NA,0,NA,15,NA,3,2,1,2,5.175,0
19295,6,0,25,0,625,22,NA,2,2,1,1,29.115,0
12706,0,0,18,0,1095,16,7,6,2,1,1,81.495,0
18820,NA,0,17,0,5793,131,64,27,1,2,1,677.82,0
18423,8,0,15,0,8333,161,52,NA,4,1,1,342.35,0
16713,0,0,9,0,3790,30,194,23,3,1,1,928.8,0
13675,10,0,38,1,2568,66,391,28,3,1,1,1669.36,0
17134,3,0,39,1,2508,64,NA,NA,2,1,1,268.74,0
15685,NA,0,NA,2,NA,88,64,32,3,1,1,415.12,0
12637,4,0,NA,1,NA,45,317,22,4,1,1,855.5,0
15454,13,0,38,3,9230,127,176,NA,3,1,1,1078.28,0
19990,7,0,39,1,13888,175,NA,48,3,1,1,690.52,0
15076,7,0,NA,2,4630,89,34,29,3,1,1,324.76,0
16812,6,0,39,1,6033,101,39,16,3,1,1,401.36,0
12509,9,1,39,0,2353,60,40,21,3,1,2,256.52,0
14004,25,0,39,4,15255,231,86,36,3,1,1,963.44,0
18159,4,0,39,2,3210,33,515,12,4,1,1,1368.575,0
14106,9,0,38,1,15600,188,182,34,2,1,1,1529.46,0
17564,3,0,38,2,6615,92,218,30,3,1,1,1140.28,0
12276,0,0,NA,0,990,NA,32,15,2,1,2,189.45,0
17159,2,0,39,0,825,20,45,12,3,1,2,213.8,0
11144,0,0,38,0,115,6,32,4,2,1,2,149.445,1
18409,3,0,38,NA,7623,NA,416,NA,3,1,1,1974.24,0
17531,7,0,38,2,11580,160,43,51,4,1,1,401,0
12520,23,1,NA,NA,1070,53,NA,21,3,1,2,NA,1
12070,21,0,37,9,10550,NA,33,46,5,1,1,209.235,0
12237,1,0,35,1,NA,NA,32,18,3,1,1,247.32,0
11943,9,1,36,0,3105,NA,NA,20,3,1,2,290.08,1
15760,9,0,NA,0,2383,50,66,35,4,1,2,225.825,1
12339,0,0,37,0,248,8,32,6,3,1,2,138.24,1
12731,3,0,34,2,6900,103,46,26,5,1,1,174.045,0
10903,0,0,37,2,453,10,36,6,5,1,1,60.945,0
17707,NA,0,32,4,16190,244,NA,84,2,2,1,883.53,0
19480,6,0,NA,NA,7080,122,303,37,3,2,1,1500.08,0
14764,6,0,37,1,NA,59,207,27,2,1,1,1064.43,0
13896,4,0,28,2,1430,NA,NA,15,3,2,1,958.88,0
12051,4,0,27,1,NA,NA,62,72,5,1,1,118.92,0
10768,11,0,28,0,815,NA,42,11,3,1,2,201.84,0
16704,0,0,27,0,940,16,53,7,4,1,2,156.4,0
10558,10,0,26,1,1340,38,51,NA,2,1,1,291.51,0
12660,16,0,18,2,6508,147,117,46,2,2,1,825.975,0
11093,12,0,16,1,9048,177,105,44,5,1,1,295.875,0
14913,8,0,17,4,NA,51,63,NA,3,2,1,372.76,0
18263,3,0,10,2,1603,25,32,NA,3,NA,1,193.12,1
13726,8,0,37,0,4255,65,0,13,2,1,1,194.4,0
15897,0,0,38,0,0,NA,0,0,2,1,2,0,0
16902,10,0,36,NA,2338,54,NA,20,2,1,1,1579.14,0
13328,3,0,37,NA,2278,52,NA,29,1,1,1,128.15,0
11345,11,0,NA,0,3660,NA,0,24,2,1,1,168.12,0
18636,4,0,37,0,2245,33,253,14,3,1,1,1103.12,0
14652,13,0,36,1,9000,115,112,39,3,1,1,812.6,0
16323,7,0,37,0,13658,163,0,40,3,1,1,552.84,0
13592,7,0,37,NA,4400,77,0,21,3,1,1,179.08,0
10063,6,0,NA,0,5803,NA,0,8,2,1,1,265.14,0
11637,9,0,37,0,2123,48,0,13,3,1,2,86.84,0
14129,25,0,37,2,15025,NA,22,28,3,1,1,697.76,0
18442,9,NA,36,0,15370,176,118,26,2,1,1,1230.57,0
19508,3,0,36,0,6385,80,154,22,3,1,1,874.6,0
10581,0,0,36,0,760,8,0,7,2,1,2,34.56,0
14640,2,0,37,0,NA,8,0,NA,2,1,2,27.135,0
11425,0,1,NA,0,NA,0,NA,0,NA,1,2,0,1
14507,3,0,36,0,7393,121,NA,39,2,1,1,1922.13,0
14498,7,0,36,0,11350,148,0,43,3,1,1,NA,0
12312,8,0,NA,0,6603,69,76,33,2,1,1,642.24,0
18025,23,0,32,0,840,41,NA,13,2,1,NA,39.645,1
17586,21,0,35,7,10320,87,0,38,4,2,1,260.175,0
14704,13,1,35,0,5703,92,0,NA,2,1,1,NA,1
10295,1,0,33,0,2725,16,0,10,3,1,1,109.64,0
15512,9,1,34,0,2875,35,0,NA,2,1,2,130.95,1
15831,9,0,35,0,2153,38,2,27,3,1,2,95.64,1
18973,3,0,32,0,6670,91,0,18,4,1,1,169.025,0
14620,0,0,35,0,0,0,0,0,4,1,1,0,0
19543,25,0,30,2,15960,232,0,76,2,1,1,728.64,0
19723,6,0,33,2,6850,110,239,NA,2,2,1,1388.7,0
15438,6,0,35,0,NA,47,143,19,2,1,1,765.54,0
19529,4,0,NA,NA,1200,30,161,7,2,2,1,779.85,0
17685,11,0,26,0,585,19,NA,3,2,1,2,27.18,0
10082,0,0,25,0,710,4,0,1,4,1,2,17.85,0
12432,10,0,24,0,1110,26,0,9,2,1,1,51.12,0
11087,2,0,24,0,3110,NA,0,19,3,1,1,126.6,0
12855,16,0,16,0,6278,135,53,NA,1,2,1,644.215,0
19294,12,0,14,0,8818,165,41,NA,4,1,1,327.075,0
10243,8,0,15,NA,2738,39,0,15,3,1,1,111.08,0
19401,2,0,8,0,4275,34,183,6,3,1,1,904.36,0
11493,NA,1,8,0,1373,13,0,3,2,1,1,62.37,1
15318,10,0,38,0,4560,72,14,20,3,1,1,241.28,0
13576,2,0,39,0,508,6,16,7,2,1,2,95.13,0
17411,12,0,37,0,NA,61,NA,NA,3,1,1,NA,0
18132,12,0,38,0,4388,67,10,38,1,1,1,300.025,0
18325,NA,0,38,0,2583,59,11,NA,1,1,1,205.81,0
12424,6,0,38,NA,2550,40,294,21,3,1,1,1279.6,0
16018,8,0,38,0,6108,96,16,15,3,1,1,312.16,0
15045,27,0,38,3,15330,226,63,NA,3,1,1,874.24,0
14821,6,0,38,1,3285,28,492,11,3,1,1,2100.52,0
18570,11,0,37,0,15675,183,159,33,2,1,1,1429.11,0
14919,5,0,37,1,NA,87,195,29,3,1,1,1051.08,0
19269,2,0,37,0,1065,15,9,14,2,1,2,89.1,0
15568,4,0,38,0,900,15,NA,11,3,1,2,124.6,0
12662,2,0,NA,0,190,1,9,3,2,1,2,49.095,1
14886,5,0,37,0,7698,128,393,NA,2,1,1,2120.67,0
14183,9,0,37,1,NA,155,20,50,4,1,1,345.25,0
15908,23,0,36,8,10625,94,10,45,5,1,1,175.785,0
15819,11,1,35,0,3180,42,18,19,3,1,2,200.88,1
18127,11,NA,36,0,2458,45,43,34,3,1,2,272.12,1
17376,3,0,36,0,1858,NA,9,9,3,1,1,111.36,0
18776,5,0,33,1,6975,98,23,25,5,1,1,140.595,0
15992,2,0,36,0,818,8,18,7,4,1,2,65.65,1
18749,2,0,36,1,528,5,13,5,5,1,1,27.495,0
15562,27,0,31,3,16265,NA,9,83,2,1,1,783.18,0
11978,8,0,34,3,7155,117,280,36,2,2,1,1587.24,0
12234,NA,0,36,0,3908,83,11,31,2,1,1,NA,0
12721,6,1,27,1,1505,37,NA,14,2,2,1,978.39,1
13050,2,0,26,0,NA,11,30,6,4,1,2,100.65,0
13003,12,0,25,0,1415,33,28,16,2,1,1,191.16,0
10331,4,0,25,0,3415,62,17,26,3,1,1,207.08,0
10149,4,0,18,0,1885,27,37,17,2,1,NA,252.54,0
11802,18,0,17,1,6582,142,94,45,2,2,1,725.58,0
18466,4,0,9,1,4580,41,224,13,3,1,1,NA,0
12548,5,0,9,1,1677,20,9,10,3,1,1,103.88,1
12348,6,0,38,0,4180,70,NA,14,3,1,1,170,0
17709,0,0,39,0,128,NA,0,NA,2,1,2,5.94,0
19231,8,0,37,0,NA,59,350,21,3,1,1,1492.88,0
11997,8,0,NA,0,4008,65,0,32,1,1,1,224.015,0
19578,NA,0,38,0,NA,NA,0,30,1,1,1,124.3,0
16151,2,0,38,0,2170,38,276,15,3,1,1,1192.32,0
14344,11,0,37,2,8925,120,NA,40,3,1,1,901.8,0
15748,5,0,38,1,4325,82,0,22,3,1,1,176.28,0
14830,7,0,38,0,2048,NA,0,NA,3,1,2,84.04,0
18525,23,0,38,3,14950,224,45,NA,3,1,1,786.96,0
11405,2,0,NA,1,2905,26,474,5,3,1,1,2013.24,0
19052,7,0,37,0,NA,181,NA,27,2,1,1,1330.92,0
13268,0,0,37,0,685,13,0,NA,2,1,2,31.41,0
11433,0,0,NA,0,NA,13,4,5,3,1,2,37.32,0
14581,0,0,37,0,0,0,0,0,2,1,2,0,1
16472,1,0,37,0,NA,126,375,40,2,1,1,2022.48,0
15552,5,0,37,1,11275,153,NA,44,4,1,1,290.7,0
10289,6,0,37,1,6528,74,99,34,2,1,1,742.59,0
14871,NA,0,33,NA,765,NA,7,14,2,1,2,67.995,1
10677,19,0,36,8,10245,92,0,39,5,2,1,155.055,0
17570,11,0,36,NA,NA,97,NA,21,2,1,1,334.125,1
19664,0,0,34,0,2650,NA,0,11,3,1,1,106.84,0
19774,7,1,35,0,2800,40,0,13,3,1,2,113.6,1
14525,7,0,36,0,2078,43,25,28,3,1,2,184.84,1
13739,NA,0,36,0,NA,24,0,3,3,1,1,60.08,0
15559,0,0,36,0,438,6,0,1,4,1,2,11.1,1
17859,0,0,36,1,0,0,0,0,5,1,1,0,0
14312,23,0,31,3,15885,237,0,77,2,1,1,725.49,0
15882,4,0,34,3,NA,NA,262,30,2,2,1,1489.05,0
16314,0,0,36,0,3528,81,0,25,2,1,1,162.405,0
13835,1,0,NA,0,1475,43,29,17,3,1,2,176.72,0
10794,4,0,36,0,2590,52,166,NA,2,1,1,865.89,0
18547,2,0,27,1,1125,35,184,8,2,2,1,880.2,0
15543,2,0,26,0,1378,38,21,65,4,1,NA,87.9,0
19839,9,0,27,0,510,24,1,4,2,1,2,28.53,0
14379,0,0,26,0,635,NA,12,1,4,1,2,46.1,0
18388,8,0,25,NA,1035,31,10,10,2,1,1,92.97,0
16613,NA,0,25,0,3035,60,0,NA,3,1,1,NA,0
10077,0,0,18,0,1505,25,19,NA,2,1,1,154.35,0
16329,14,0,17,1,NA,NA,76,39,2,2,1,627.39,0
19411,10,0,15,0,8742,NA,64,NA,4,1,1,382.8,0
19909,0,0,9,1,4200,39,NA,7,3,1,1,993.56,0
12462,1,0,NA,1,NA,18,0,NA,3,1,1,52.6,1
17087,6,0,33,0,4370,65,0,16,2,1,1,199.575,0
10257,0,0,34,0,318,4,0,3,2,1,2,14.49,0
18385,8,0,32,0,2453,54,351,23,2,1,1,1692.315,0
11423,8,0,33,0,4198,60,NA,NA,1,1,1,234.19,0
13445,1,0,33,0,2393,52,0,32,1,1,1,134.475,0
14419,9,0,33,0,3775,76,24,27,2,1,1,281.295,0
19848,2,0,33,0,2360,33,NA,17,3,1,1,1203.72,0
16062,11,0,32,1,9115,115,NA,42,3,1,1,913.2,0
18289,5,0,33,0,13773,NA,0,43,3,1,1,557.44,0
10324,5,0,33,NA,NA,77,0,24,3,1,1,183.68,0
18560,NA,0,33,NA,5918,89,0,11,2,1,1,270.315,0
11838,7,NA,33,0,2238,48,0,16,3,1,2,91.44,0
13721,23,0,NA,2,NA,219,NA,NA,3,1,1,798.36,0
16303,2,0,33,0,3095,21,475,7,3,1,1,2024.64,0
10296,7,0,32,0,15485,176,142,29,2,1,1,1343.745,0
10080,0,0,32,NA,875,NA,0,10,2,1,2,39.735,0
10374,NA,0,33,0,710,8,NA,NA,2,1,2,54.81,0
17639,0,0,32,0,0,0,0,0,2,1,2,0,1
18871,5,0,32,0,11465,148,3,46,3,1,1,476.52,0
18112,6,0,32,0,6718,69,100,36,2,1,1,755.415,0
10821,19,0,31,7,10435,87,0,41,4,1,1,263.05,0
19997,0,0,29,NA,2840,NA,NA,NA,3,1,1,114.24,0
16875,7,1,31,0,2268,38,26,NA,3,1,2,196.24,1
12934,0,1,31,0,0,0,0,0,2,1,2,0,1
14543,0,0,31,0,1668,19,NA,5,3,1,1,67.48,0
14308,1,0,28,0,NA,91,6,21,4,1,1,186.9,0
19334,NA,0,31,0,NA,1,1,3,4,1,2,18.225,1
18779,0,0,31,0,338,5,0,1,4,1,1,8.575,0
11620,23,0,26,2,16075,232,0,79,2,1,1,733.815,0
15586,4,0,29,2,6965,110,263,32,2,2,1,NA,0
13740,0,0,31,0,3718,NA,0,27,2,1,1,170.73,0
11240,1,0,30,0,NA,38,30,19,3,1,2,188.12,0
16590,4,0,31,0,2780,47,NA,22,2,1,1,878.715,0
12651,2,0,22,NA,1315,30,NA,10,2,2,1,893.025,0
15916,9,0,22,0,700,19,2,NA,2,1,2,41.355,0
13719,0,0,21,0,NA,4,13,2,4,1,2,53.225,0
17135,NA,0,20,0,1225,26,11,12,2,1,1,105.795,0
11173,0,0,20,0,NA,55,0,22,3,1,1,131.2,0
10988,0,0,13,0,1695,20,20,13,2,1,1,167.175,0
17870,1,0,4,0,1487,13,0,6,2,1,1,67.5,1
18781,10,0,43,1,4370,NA,13,18,3,1,1,229.88,0
10088,2,0,44,0,NA,NA,15,5,3,1,2,73.16,0
16392,12,0,42,1,2453,66,NA,25,3,1,1,1568.76,0
11217,12,0,43,1,NA,72,NA,36,1,1,1,284.35,0
11399,13,0,43,2,3775,88,40,29,3,1,1,314.52,0
16274,6,0,43,NA,2360,45,293,19,4,1,1,792.625,0
18991,NA,0,NA,3,9115,127,152,44,3,1,1,977.68,0
15289,9,0,43,1,13773,175,8,NA,3,1,1,589.92,0
16811,NA,0,43,2,4515,NA,NA,26,3,1,1,224.16,0
14573,8,0,43,1,5918,101,15,13,NA,1,1,300.76,0
17735,11,1,43,0,2238,60,NA,18,3,1,2,155.92,0
17366,27,0,43,4,15140,231,NA,33,3,1,1,862.84,0
11411,6,0,43,2,3095,33,491,9,4,1,1,NA,0
18210,11,0,42,1,15485,188,158,31,2,1,1,1416.285,0
16913,5,0,42,2,6500,92,194,27,3,1,1,1039.68,0
17854,2,0,42,0,875,20,8,12,2,1,2,76.275,0
18876,0,0,NA,0,0,0,8,0,2,1,2,36,1
16630,5,0,42,1,7508,133,392,44,3,1,1,1873.64,0
17886,NA,0,42,2,11465,160,NA,48,4,1,1,338.125,0
13885,25,1,38,NA,955,NA,24,NA,3,1,2,136.32,1
10365,23,0,NA,9,10435,99,9,43,5,2,1,171.51,0
14820,15,0,41,2,5818,104,34,25,3,1,1,372.88,0
14292,3,0,NA,1,2840,28,8,15,3,1,1,146.72,0
17785,11,0,40,0,2990,47,NA,17,3,1,2,189.48,1
13877,11,1,41,0,2268,50,42,32,4,1,2,162.95,1
14085,2,0,41,0,133,8,NA,3,3,1,2,37.64,1
16509,3,0,41,1,1668,NA,8,7,4,1,1,62.475,0
10340,2,0,41,NA,628,NA,17,5,4,1,2,58.525,1
12459,2,0,41,2,NA,10,12,3,5,1,1,23.22,0
17967,4,0,41,1,3718,88,10,29,3,1,1,192.24,0
14748,8,0,41,1,2780,59,183,24,2,1,1,951.255,0
15829,6,1,32,2,1315,42,201,12,3,2,1,858.28,1
17985,6,0,31,1,1568,45,38,69,5,1,1,81.195,0
16993,NA,0,32,0,700,31,18,8,3,1,2,101.24,0
14637,2,0,31,0,825,16,29,4,4,1,2,93.525,0
13242,4,0,30,1,3225,67,16,24,3,1,1,195.68,0
18169,4,0,NA,1,1695,32,36,15,3,1,1,213.08,0
11094,NA,0,22,2,6392,147,93,43,2,2,1,712.755,0
16977,10,0,21,4,2852,51,39,20,3,1,1,272.12,0
17169,NA,0,14,2,4390,46,223,11,3,1,1,1069.44,0
13641,5,1,14,2,1487,25,8,8,3,1,1,92.48,1
15414,6,0,40,0,1028,16,15,4,3,1,2,101.76,0
18792,16,0,NA,1,4908,77,NA,35,1,1,1,NA,0
10955,9,0,39,1,3103,69,10,33,2,1,1,187.74,0
17189,17,0,39,2,4485,93,40,NA,3,1,1,343.12,0
10665,19,0,38,3,9825,132,152,43,3,1,1,1006.28,0
16295,NA,0,39,1,14483,180,NA,44,3,NA,1,618.52,0
14067,13,0,39,2,5225,94,10,25,3,1,1,NA,0
19800,12,0,39,1,6628,106,15,NA,3,1,1,329.36,0
12769,15,0,39,0,2948,65,16,17,3,1,2,184.52,0
17055,NA,1,39,4,15850,NA,62,32,3,1,1,891.44,0
14869,10,0,39,2,NA,NA,491,8,NA,1,1,2117.72,0
14351,15,0,38,1,16195,193,158,30,2,1,1,1448.46,0
15367,9,0,38,2,7210,97,194,NA,3,1,1,1068.28,0
11174,6,0,38,0,1585,25,NA,11,2,1,2,NA,0
18786,8,0,39,0,1420,25,21,NA,3,1,2,141.8,0
12212,6,0,38,0,710,11,8,2,2,1,2,68.445,1
18158,9,0,38,1,8218,NA,392,NA,3,1,1,1902.24,0
11353,13,0,38,2,12175,165,19,47,4,1,1,356,0
10173,14,0,38,2,7428,86,NA,37,NA,1,1,860.13,0
15558,29,1,34,0,1665,58,24,17,3,1,2,164.92,1
18762,27,0,37,9,11145,104,9,NA,5,2,1,182.235,0
15755,19,0,37,2,6528,109,NA,24,2,1,1,451.665,0
13295,7,0,35,1,3550,33,8,14,3,1,1,175.32,0
11056,15,1,36,0,3700,NA,17,16,3,1,2,218.08,1
15726,15,1,37,0,2978,55,42,31,3,1,2,289.32,1
14039,NA,0,37,1,2378,36,8,6,4,1,1,80.35,0
16940,9,0,34,2,7495,NA,22,22,5,1,1,NA,0
17040,6,1,37,0,1338,NA,17,4,4,1,2,76.4,1
12773,NA,0,37,2,NA,NA,12,2,5,1,1,33.945,0
17936,31,1,32,4,16785,249,8,NA,2,1,1,NA,0
15110,12,1,35,4,7675,127,NA,33,3,2,1,1428.08,0
17416,8,0,37,NA,4428,93,10,28,3,1,1,220.84,0
14770,10,0,28,2,2025,47,201,11,3,2,1,886.88,0
17837,NA,0,27,1,2278,50,NA,68,4,1,1,153.2,0
17742,6,0,27,0,1535,21,29,3,4,1,2,111.4,0
14586,16,0,NA,1,1935,43,27,13,2,1,1,210.51,0
15317,8,0,26,1,3935,72,16,23,3,1,1,224.28,0
18509,18,0,16,1,9642,182,81,40,5,1,1,268.86,0
17733,14,0,17,4,3562,56,NA,NA,3,2,1,300.72,0
13635,9,0,10,2,2197,30,8,7,3,1,1,121.08,1
11614,2,0,37,0,NA,60,0,17,2,1,1,167.4,0
13682,4,0,36,0,1743,49,334,24,2,1,1,1583.64,0
14698,4,NA,37,0,3488,55,0,35,1,1,1,194.865,0
11327,0,0,37,0,1683,47,0,33,1,1,1,95.15,0
15647,5,0,37,0,3065,71,7,NA,3,1,1,153.44,0
16842,7,0,36,1,8405,NA,119,43,3,1,1,816.6,0
10731,NA,0,37,0,13063,158,0,NA,3,1,1,528.84,0
18285,1,0,37,0,3805,72,0,NA,3,1,1,155.08,0
16096,0,0,37,0,5208,84,0,12,2,1,1,238.14,0
13105,3,0,37,0,NA,43,0,17,3,1,2,62.84,0
14029,0,0,37,0,2385,16,458,NA,3,1,1,1928.04,0
11024,NA,0,36,0,165,NA,0,11,2,1,2,7.56,0
15048,0,0,37,0,0,NA,0,0,2,1,2,0,0
19101,0,0,NA,0,NA,0,0,0,2,1,2,0,1
12257,0,0,36,0,6798,116,359,43,2,1,1,1926.63,0
14130,1,0,36,0,10755,143,0,NA,3,1,1,435.92,0
14631,17,0,32,0,245,36,0,17,2,1,2,12.645,1
17615,15,0,35,7,9725,82,0,42,4,1,1,245.175,0
13453,7,0,35,0,5108,87,1,NA,2,1,1,238.275,1
14370,0,0,33,0,2130,11,0,14,3,1,1,NA,0
14724,NA,1,34,NA,2280,30,0,16,2,1,2,103.95,1
16056,0,0,NA,0,958,14,NA,6,3,1,1,38.88,0
17623,NA,0,NA,0,6075,86,NA,22,4,NA,1,154.025,0
12127,0,0,35,0,NA,0,0,0,4,1,2,0,1
17427,0,0,35,0,0,0,0,0,5,1,1,0,0
14215,19,0,30,2,15365,227,0,80,2,NA,1,701.64,0
17434,0,0,33,2,6255,105,246,33,2,2,1,1393.2,0
16507,0,0,34,0,955,33,NA,20,3,1,2,91.52,0
14701,0,0,35,0,2070,42,150,23,2,1,1,770.04,0
13898,0,0,26,0,605,25,168,11,2,2,1,784.35,0
15721,0,0,25,0,858,28,5,68,4,1,1,34.65,0
10212,0,0,26,0,0,0,0,0,2,1,2,0,0
11147,0,0,25,0,0,0,NA,0,4,1,2,0,0
14978,4,0,24,0,515,21,0,13,2,1,1,24.12,0
15639,0,0,17,0,985,15,3,14,2,1,1,58.5,0
15808,10,0,16,0,NA,130,60,42,1,2,1,649.66,0
11999,6,0,14,0,8222,160,48,40,4,1,1,329.55,0
15699,0,0,8,NA,3680,29,190,10,3,1,1,908.36,0
19853,0,0,8,0,777,8,NA,NA,3,1,1,31.4,1
15197,NA,0,38,0,NA,71,5,17,3,1,1,197.64,0
19779,NA,0,39,0,318,5,7,4,2,1,2,46.035,0
15806,10,0,37,0,NA,60,359,24,3,1,1,1536.52,0
15409,10,0,38,0,NA,66,1,35,1,1,1,240.02,0
15797,NA,0,38,1,NA,82,32,28,3,1,1,282.28,0
13375,NA,0,38,0,2360,39,285,18,3,NA,1,1235.96,0
10240,NA,0,NA,2,9115,121,144,43,3,1,1,945.44,0
11497,7,0,NA,0,NA,169,0,44,3,1,1,557.68,0
15787,7,0,38,1,4515,83,2,25,3,1,1,191.92,0
17800,6,0,38,0,5918,95,7,12,3,1,1,268.52,0
18566,9,1,38,0,2238,54,8,17,3,1,2,123.68,0
19678,25,0,38,3,NA,225,54,NA,3,1,1,830.6,0
15711,4,0,38,1,3095,27,483,8,3,1,1,2056.88,0
16134,9,0,37,0,15485,NA,150,30,2,1,1,1380.015,0
19964,NA,0,NA,1,6500,86,186,26,3,1,1,1007.44,0
13781,0,0,37,0,875,14,0,11,2,1,2,40.005,0
14160,2,0,38,0,710,14,13,8,3,1,2,80.96,0
13595,0,0,37,0,0,NA,0,0,2,1,2,0,1
17762,3,0,37,0,7508,127,384,NA,2,1,1,2071.575,0
16322,NA,0,37,1,11465,154,11,47,4,1,1,317.975,0
19962,NA,0,33,0,NA,47,NA,17,2,1,2,117.09,1
10566,21,1,36,8,10435,93,1,42,5,1,1,159.42,0
19173,13,0,36,1,5818,98,26,24,2,1,1,383.22,1
11347,1,0,34,0,2840,22,0,14,3,1,1,114.48,0
14100,9,1,NA,0,NA,41,9,16,3,1,2,157.24,1
13464,NA,0,36,NA,2268,44,34,NA,3,1,2,228.48,1
19919,0,0,NA,0,133,2,0,2,3,1,2,5.4,1
10050,3,0,33,1,6785,NA,14,22,5,1,1,124.23,0
19737,0,0,36,0,628,7,9,4,4,1,2,38.375,1
11313,0,0,36,1,338,4,4,2,5,1,1,11.13,0
16282,25,0,31,3,16075,238,0,80,2,1,1,734.085,0
17380,NA,0,34,NA,NA,116,NA,33,2,2,1,1538.145,0
12307,3,0,35,0,1665,44,38,20,3,1,2,220.36,0
14117,6,0,NA,0,2780,53,175,23,2,1,1,914.985,0
13347,NA,0,NA,0,825,10,21,3,4,1,2,73.375,0
11384,10,0,25,0,1225,NA,19,13,2,1,1,142.065,0
19809,2,0,25,0,3225,61,8,23,3,1,1,163.44,0
19898,2,0,18,NA,1695,26,NA,NA,2,1,1,203.445,0
16744,16,0,17,1,6392,141,NA,NA,2,2,1,676.485,0
19021,12,0,15,0,8932,NA,73,40,4,1,1,410.075,0
16955,8,0,16,3,2852,NA,31,19,3,1,1,239.88,0
16947,8,0,38,0,4370,71,5,17,3,1,1,197.64,0
12999,0,0,39,0,318,5,7,4,2,1,2,46.035,0
16835,10,0,37,NA,2453,60,359,24,3,1,1,1536.52,0
15209,10,0,38,0,4198,66,1,NA,1,1,1,240.02,0
12467,3,0,38,0,2393,58,NA,33,1,1,1,145.805,0
17655,11,0,38,NA,3775,82,32,28,3,1,1,282.28,0
12709,4,0,38,0,2360,NA,285,18,3,1,1,NA,0
13663,13,0,37,2,NA,121,144,NA,3,1,1,945.44,0
18308,NA,0,38,0,13773,169,NA,44,3,1,1,557.68,0
17595,6,0,38,NA,5918,95,7,12,3,1,1,268.52,0
18736,9,1,38,0,2238,54,8,17,3,1,2,123.68,0
13344,25,0,38,3,15140,225,54,32,3,1,1,830.6,0
18815,4,0,38,1,3095,27,483,8,3,1,1,2056.88,0
11302,9,0,37,0,15485,182,150,30,2,1,1,1380.015,0
12892,3,0,37,1,6500,86,186,26,3,1,1,1007.44,0
14093,NA,0,37,0,875,14,NA,11,2,1,2,40.005,0
18168,NA,0,37,0,NA,0,0,NA,2,1,2,0,1
19923,7,0,37,NA,11465,154,11,47,4,1,1,317.975,0
12910,8,0,37,1,6718,75,108,NA,2,1,1,791.685,0
16422,23,1,33,0,NA,47,16,17,2,1,2,117.09,1
17872,21,0,NA,NA,10435,93,1,42,5,1,1,159.42,0
12529,13,1,NA,1,5818,98,26,24,2,1,1,383.22,1
11849,9,0,35,0,2990,NA,9,16,3,1,2,157.24,1
17190,9,0,NA,0,2268,44,34,31,3,1,2,228.48,1
13811,1,0,36,0,1668,25,0,6,3,1,1,67.72,0
15408,3,0,33,1,6785,97,14,22,5,1,1,124.23,0
14467,0,0,36,0,628,7,9,4,4,1,2,38.375,1
19662,25,1,31,3,16075,NA,0,NA,2,1,1,734.085,0
16563,2,0,36,0,3718,82,2,28,2,1,1,NA,0
13782,3,0,35,0,1665,44,38,20,3,1,2,220.36,0
10094,6,0,36,0,NA,53,175,23,2,1,1,914.985,0
12104,4,0,27,1,1315,NA,NA,11,2,2,1,929.295,0
15001,11,0,27,0,700,25,10,7,2,1,2,77.625,0
15213,0,0,26,0,825,NA,21,NA,4,1,2,73.375,0
14966,10,0,NA,0,1225,32,19,13,2,1,1,142.065,0
17213,2,0,25,NA,3225,61,8,23,3,1,1,163.44,0
11063,2,0,18,0,NA,26,28,NA,2,1,1,203.445,0
10661,16,0,17,1,6392,141,85,42,2,2,1,676.485,0
10604,12,0,15,0,8932,NA,73,40,4,1,1,410.075,0
11830,NA,0,16,3,2852,NA,31,19,3,NA,1,239.88,0
19078,2,0,9,1,4390,40,NA,NA,3,1,1,1037.2,0
16500,3,1,9,1,1487,19,0,7,3,1,1,60.24,1
17883,0,0,37,0,0,0,NA,0,2,1,2,0,0
17210,5,0,35,0,2148,54,352,22,2,1,1,1683.09,0
13066,5,0,36,0,3893,60,0,33,1,1,1,217.415,0
12623,0,0,36,0,2088,52,0,31,1,1,1,117.7,0
15864,NA,0,36,NA,3470,76,25,26,2,1,1,272.07,0
19551,8,0,35,1,8810,NA,137,41,3,1,1,905,0
15940,2,0,36,0,13468,163,0,42,3,1,1,545.24,0
15697,1,0,36,0,5613,89,0,10,2,1,1,256.59,0
11045,20,0,36,2,NA,219,47,30,3,1,1,790.16,0
18467,0,0,36,0,NA,21,476,6,3,1,1,2016.44,0
10087,0,0,35,0,6195,NA,NA,NA,3,1,1,967,0
17170,0,0,35,0,570,8,0,NA,2,1,2,26.01,0
17065,0,0,36,0,405,8,6,6,NA,1,2,45.585,0
19950,0,0,35,0,0,NA,0,0,2,1,2,0,1
11900,0,0,35,0,NA,121,377,41,2,1,1,2026.08,0
19444,NA,0,35,0,11160,148,NA,45,3,1,1,468.32,0
17731,3,0,35,0,6413,69,101,35,2,1,1,746.19,0
