business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
ygADk_LgzUgUKWP2H0z1LA,The Pie Pantry,"310 E Main St, Ste 1",Belleville,IL,62220,38.5133352,-89.9797359,3.5,17,0,"Desserts, Restaurants, Food, American (Traditional)",NA,True,False,1,NA,True,False,NA,'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,False,False,NA,NA,True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,'no',NA,NA,NA,NA,NA,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,8:0-14:0
rzL0dQC5kCQ27_jS-FF5Yg,Aspen Dental,3024 S State Rte 159,Glen Carbon,IL,62034,38.778167,-89.953289,1,13,1,"Health & Medical, Endodontists, Dentists, Cosmetic Dentists, General Dentistry, Oral Surgeons",False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-20:0,10:0-20:0,8:0-17:0,10:0-20:0,8:0-13:0,8:0-15:0,NA
M8aovMTTMQ3iwy7w1npc1w,Valvoline Instant Oil Change,3801 South State Route 159,Glen Carbon,IL,62034,38.7760303,-89.956882,3.5,17,1,"Oil Change Stations, Auto Repair, Automotive",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-18:0,8:0-17:0
yi59A0fDSc3WKzGBhh9JOQ,Wendy's,6204 N. Illinois St.,Fairview Hts.,IL,62208,38.5900900459,-89.9844177842,2,20,1,"Fast Food, Restaurants, Burgers",NA,True,True,1,NA,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,False,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0
t3aINA_uXci3WOSNbFvycQ,Tri-City Speedway,5100 Nameoki Rd,Granite City,IL,62040,38.7527493,-90.0969944,4.5,6,1,"Active Life, Racing Experience",NA,NA,False,NA,NA,NA,NA,NA,u'no',NA,True,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-17:0,NA,NA
zSIArgI4wjgDJBgYXfNxgA,Penn Station East Coast Subs,231 Harvard Dr,Edwardsville,IL,62025,38.7919159,-89.953209,3.5,17,1,"Sandwiches, American (New), Cheesesteaks, Restaurants",NA,True,False,1,NA,True,True,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,True,False,NA,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",NA,True,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-20:0
EK2LYMRoduWQBHWEc6cgzQ,Hemingway's Zen Garden,123 E 1st St,O'Fallon,IL,62269,38.5913764,-89.9098951,3.5,46,1,"Restaurants, Beer, Wine & Spirits, Bars, American (Traditional), Nightlife, Food, Wine Bars, Pubs",NA,True,True,2,NA,True,NA,NA,'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,u'full_bar',False,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,"{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': False, u'saturday': False, u'sunday': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,16:0-1:0,16:0-1:0,16:0-1:0,11:0-1:0,9:0-1:0,11:0-18:0
ZcvNw7TKKAAmN63TK1S5IA,Happy Hop Home Brew & Gourmet,122 E Main St,Belleville,IL,62220,38.5135155286,-89.981879449,5,7,0,"Breweries, Food, Shopping, Brewing Supplies",NA,True,True,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-18:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-16:0,NA
tksxh-xQMR1kQdAN7SQzPw,Hollywood Show Club,5841 Bunkum Rd,East Saint Louis,IL,62204,38.6237009,-90.08568,2.5,12,0,"Nightlife, Adult Entertainment",NA,True,NA,3,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,NA,NA,u'full_bar',NA,NA,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12:0-4:0,12:0-4:0,12:0-4:0,12:0-4:0,12:0-6:0,12:0-6:0,14:0-4:0
pO1bjUULFCGIo9O2S28yoA,Texas Roadhouse,1412 Central Park Cir,Shiloh,IL,62269,38.577236,-89.93332,3.5,109,1,"American (Traditional), Barbeque, Restaurants, Steakhouses",NA,True,True,2,NA,True,False,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,False,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",NA,True,NA,'loud',"{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,11:0-23:0,11:0-21:0
TwlB1w7z_pL3bXKiHbT8oA,1818 Chophouse,"1405 N Green Mount Rd, Ste 100",O'Fallon,IL,62269,38.5800935,-89.9296299,4,145,0,"Steakhouses, Breakfast & Brunch, Nightlife, Sandwiches, Wine Bars, Restaurants, Cocktail Bars, Bars",NA,True,True,3,NA,True,True,True,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,True,True,True,True,False,'full_bar',False,u'casual',"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",True,True,NA,u'average',"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,11:0-22:0,15:0-21:0,15:0-21:0,15:0-21:0,16:0-22:0,16:0-21:0
aYgXdjxiWtPdVGbc4eHX4A,Pirtles Famous Ice Cream,1040 Carlyle Ave,Belleville,IL,62221,38.5180295,-89.9455748,3.5,11,1,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-20:0
4uQBnKxUV7IDrqeWKvp0fQ,Dawn Corwin Creative Photography,3320 N Illinois St,Swansea,IL,62226,38.551571,-89.98377,1,5,1,"Event Planning & Services, Session Photography, Photographers, Event Photography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_vYky1ExNefOTIOafK2RQA,Dandy Inn,1030 Lincoln Hwy,Fairview Heights,IL,62208,38.592328,-89.966614,3,29,0,"American (Traditional), Restaurants",NA,True,False,2,NA,True,False,False,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,True,False,NA,'full_bar',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'very_loud',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL18hHKzX-wwUCBetB72Vw,Frederico's,114 N Main St,Waterloo,IL,62298,38.3366523,-90.1503182,4,12,1,"Pizza, Italian, Restaurants",NA,True,True,NA,NA,True,False,True,u'free',NA,True,NA,True,True,NA,NA,u'full_bar',NA,NA,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Jj5TkASHV6wElbziSADow,Crazy Bowls & Wraps,4190 Green Mount Crossing Dr,Shiloh,IL,62269,38.5712292,-89.9277855,4,66,1,"Salad, Fast Food, Wraps, Restaurants",NA,True,True,1,NA,True,True,True,'free',"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}",True,NA,True,True,False,False,u'none',True,'casual',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",False,True,True,u'average',"{u'breakfast': None, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}",False,NA,NA,NA,NA,NA,NA,NA,u'no',NA,False,True,NA,"{'dairy-free': True, 'gluten-free': True, 'vegan': True, 'kosher': False, 'halal': False, 'soy-free': True, 'vegetarian': True}",10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-20:0
p_HqobCDuNrel1jLMp_Qzg,Dairy Queen,3905 S State Rte 159,Glen Carbon,IL,62034,38.77458102,-89.9574789405,1.5,9,1,"Ice Cream & Frozen Yogurt, Restaurants, Burgers, Food, Fast Food",NA,True,NA,1,NA,True,True,False,NA,NA,NA,NA,True,NA,False,NA,NA,True,'casual',NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,16:0-21:0,11:0-21:0,11:0-21:0
c1YPgAj2U6nY-Q9TJzTJ_A,Penn Station,1128 Collinsville Crossing Blvd,Collinsville,IL,62234,38.6775041,-90.0145465,2,12,1,"Cheesesteaks, Restaurants, Sandwiches",NA,True,False,2,NA,True,True,NA,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,'none',True,'casual',"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': None, 'classy': None, 'casual': None}",NA,False,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:0,10:30-22:0,10:30-22:0,10:30-20:0
K0xjMTLYdicHvwLKNFlUZw,Smokin K's BBQ & More,548 E Washington,Millstadt,IL,62260,38.4621835,-90.0834796,3.5,34,1,"Event Planning & Services, Bars, Breakfast & Brunch, Barbeque, Caterers, Sandwiches, Nightlife, Restaurants",NA,True,True,2,NA,True,False,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,True,False,NA,'none',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
0c9jXm3tggwKsszKFJhylw,O’bar Cafe,"1063 S State Rte 157, Ste 12",Edwardsville,IL,62025,38.7896532,-89.9804824,4,5,1,"Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies, Food, Restaurants",NA,NA,NA,NA,NA,True,True,NA,u'free',NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0
sqcQQveD7b2P9Pn-AKsgzg,Belleville Fish and Chicken,3 Wade Sq,Belleville,IL,62221,38.5308282978,-89.969895134,4,16,1,"Tapas/Small Plates, Food, Chicken Wings, Desserts, Southern, Sandwiches, Seafood, Restaurants",NA,True,True,1,NA,True,False,NA,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,11:0-22:0,11:0-22:0
8QsnVTx5lFGlqx8cLYkcIA,Hokkaido Seafood Buffet and Grill,4580 N Illinois St,Swansea,IL,62226,38.5699032,-89.9842152,3,101,1,"Buffets, Seafood, Chinese, Restaurants",NA,True,True,2,NA,True,False,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30
6MseUuOhLtVrg6uJ2zB2jQ,Bootsie's,1365 N Rte 3,Waterloo,IL,62298,38.3683375557,-90.1571120694,3,36,0,"American (New), Restaurants, Bakeries, Food, Breakfast & Brunch",NA,True,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,True,NA,NA,NA,True,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,True,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-21:0,6:0-21:0,6:0-20:0
3JGPYIZSTB8rB1EMKyN9xw,Winchester Place Apartments,100 Winchester Pl,Fairview Heights,IL,62208,38.572331,-89.98193,2,9,1,"Real Estate, Apartments, Home Services",False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-17:0,12:0-17:0
XXXHgco9mOQ8AH7KCsa6jw,Brent Bergheger Chrysler Dodge Jeep Ram,220 W Main St,Mascoutah,IL,62258,38.4901534225,-89.8029733865,3.5,5,1,"Oil Change Stations, Car Dealers, Automotive, Auto Repair",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-19:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-19:0,8:0-15:0,NA
tMsQnjwF4T8_a_JbfbaCFw,Doc's Smokehouse,"6108 Shoger Dr, Ste D",Edwardsville,IL,62025,38.7918317623,-89.9780601534,4.5,226,1,"Event Planning & Services, Food, Burgers, Salad, Sandwiches, Restaurants, Smokehouse, Caterers, Fast Food, American (Traditional), Barbeque",NA,True,False,2,NA,True,False,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,True,False,False,False,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,True,False,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,u'no',NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,11:0-19:0,11:0-19:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-17:0
oo54fNfXC7IkxwpeoPE15w,Taqueria Olvera,341 Market Pl,Fairview Heights,IL,62208,38.5961477349,-89.9882179399,4.5,189,1,"Restaurants, Mexican",NA,True,True,1,NA,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True,False,'beer_and_wine',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,True,False,'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
LPs__poaRrGQ2KBGnwkACw,American Nails,"5720 N Belt W, Ste 30",Belleville,IL,62226,38.540375,-90.035179,1.5,5,1,"Beauty & Spas, Nail Salons",False,True,NA,2,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:30-19:30,9:30-19:30,9:30-19:30,9:30-19:30,9:30-19:30,9:0-19:0,11:0-17:0
bEFsby7kSnRjDkVBQ_qPcQ,Don's Hardware,1454 Boul Ave,Swansea,IL,62226,38.5303591,-89.9866151,4,5,1,"Shopping, Home & Garden, Hardware Stores",NA,True,NA,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-17:0,10:0-16:0
AJVmZbuIhseeW8j8rxdU7Q,Great Clips,"501 Beltline Rd, Ste 20-1, Lakeside Plaza",Collinsville,IL,62234,38.692458,-89.978575,5,5,1,"Hair Salons, Beauty & Spas",False,True,True,1,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XsEOrEtYCiQIvvKDyBrGNw,Valvoline Instant Oil Change,419 Carlyle Rd,Belleville,IL,62221,38.515863,-89.9600698199,4.5,9,1,"Automotive, Auto Repair, Oil Change Stations",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,7:30-18:0,9:0-17:0
xFlEEcK2z6Leb8WroywXJQ,Kelly's Butcher Shop & Deli,804 S Main St,Troy,IL,62294,38.7184513,-89.8830528,4,20,1,"Food, Restaurants, Specialty Food, Cheese Shops, Meat Shops, Delis",NA,True,True,1,NA,True,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,False,False,False,False,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,False,NA,u'average',NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-18:0
0OoRQ6jh6h6HAbmMB6o18w,Tin Rooster,1365 Old State Rte 3,Waterloo,IL,62298,38.36833515,-90.1571114949,3.5,6,0,"American (Traditional), Restaurants, Food, Breakfast & Brunch, Bakeries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bAEL6mqNKT9btV1ILJ7LlQ,Bin 51 Wine & Spirits,200 S Buchanan,Edwardsville,IL,62025,38.811932,-89.955977,3.5,5,1,"Beer, Wine & Spirits, Food",NA,True,True,2,NA,True,NA,False,NA,"{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,NA
TsohTE3w1br2m0Nb-tDRDA,Dairyland,501 S Main St,Dupo,IL,62239,38.514134,-90.209721,5,10,1,Restaurants,NA,NA,NA,1,NA,True,NA,False,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,True,NA,NA,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhfWn_5ZAKg0jEWh5Q1ftw,Taco Bell,15 S 59th St,Belleville,IL,62223,38.54841,-90.03591,2,11,1,"Breakfast & Brunch, Tacos, Restaurants, Fast Food, Tex-Mex, Mexican",NA,True,False,1,NA,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,u'none',False,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,False,True,u'loud',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-2:0,8:0-2:0,8:0-2:0,8:0-2:0,8:0-2:0,8:0-2:0,8:0-2:0
qKNIyugDH3SOnxv1QbibFg,Cracker Barrel Old Country Store,3160 Green Mount Crossing Dr,Shiloh,IL,62269,38.57419,-89.9268959721,3.5,84,1,"American (Traditional), Event Planning & Services, Breakfast & Brunch, Caterers, Comfort Food, Southern, Restaurants, American (New)",NA,True,True,2,NA,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,False,False,False,False,False,u'none',True,u'casual',"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",True,True,NA,'average',"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-20:0,8:0-20:0,7:0-21:0,8:0-20:0,8:0-20:0,8:0-20:0
hhL6NLKGq1A4PcmzaMXm1A,Club Fitness - O'Fallon,1234 Central Park Drive,O'Fallon,IL,62269,38.5785104909,-89.9349317234,3.5,5,1,"Active Life, Gyms, Fitness & Instruction, Trainers",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
